code,name,country,municipality
FEGE,M'Boki Airport,CF,Mboki
FEGF,Batangafo Airport,CF,Batangafo
FEGG,Gamboula Airport,CF,Gamboula
FEGL,Gordil Airport,CF,Melle
FEGM,Bakouma Airport,CF,Bakouma
FEGO,Ouanda Djallé Airport,CF,Ouanda Djallé
FEGR,Rafaï Airport,CF,Rafaï
FEGU,Bouca Airport,CF,Bouca
FEGZ,Bozoum Airport,CF,Bozoum
FGAN,Annobón Airport,GQ,San Antonio de Palé
FGBT,Bata International Airport,GQ,Bata
FGCO,Corisco International Airport,GQ,Corisco Island
FGMY,President Obiang Nguema International Airport,GQ,Mengomeyén
FGSL,Malabo International Airport,GQ,Malabo
FHAW,RAF Ascension Island,SH,Cat Hill
FHSH,Saint Helena International Airport,SH,Jamestown
FIMP,Sir Seewoosagur Ramgoolam International Airport,MU,Plaine Magnien
FIMR,Sir Charles Gaetan Duval Airport,MU,Port Mathurin
FKAB,Banyo Airport,CM,Banyo
FKKB,Kribi Airport,CM,Kribi
FKKC,Tiko Airport,CM,Tiko
FKKD,Douala International Airport,CM,Douala
FKKE,Eseka Airport,CM,Eseka
FKKF,Mamfe Airport,CM,Mamfe
FKKG,Bali Airport,CM,Bali
FKKH,Kaélé Airport,CM,Kaélé
FKKI,Batouri Airport,CM,Batouri
FKKJ,Yagoua Airport,CM,Yagoua
FKKL,Salak Airport,CM,Maroua
FKKM,Foumban Nkounja Airport,CM,Foumban
FKKN,N'Gaoundéré Airport,CM,N'Gaoundéré
FKKO,Bertoua Airport,CM,Bertoua
FKKR,Garoua International Airport,CM,Garoua
FKKS,Dschang Airport,CM,Dschang
FKKU,Bafoussam Airport,CM,Bafoussam
FKKV,Bamenda Airport,CM,Bamenda
FKKW,Ebolowa Airport,CM,Ebolowa
FKKY,Yaoundé Ville Airport,CM,Yaoundé
FKYS,Yaoundé Nsimalen International Airport,CM,Yaoundé
FLAA,Kawa Airport,ZM,
FLAB,Kakumbi Airstrip,ZM,Kakumbi
FLAI,Amelia Airport,ZM,Mkushi
FLAM,Chama Airstrip,ZM,Chama
FLBA,Mbala Airport,ZM,Mbala
FLBW,Nabwalya Airstrip,ZM,Nabwalya
FLCC,Chocha Airport,ZM,Chocha
FLCF,Chifunda Airstrip,ZM,Chifunda
FLCG,Chilongolo Airport,ZM,Chilongolo
FLCP,Chipata Airport,ZM,Chipata
FLCU,Chunga Airstrip,ZM,Chunga
FLEB,East Two Airport,ZM,Mofu
FLEC,East Three Airport,ZM,Luano
FLEF,East Six Airport,ZM,Chiwanangala
FLEG,East Seven Airport,ZM,Kanshela
FLEH,East Eight Airport,ZM,Kapu
FLHN,Harry Mwanga Nkumbula International Airport,ZM,Livingstone
FLKE,Kasompe Airport,ZM,Chingola
FLKK,Kenneth Kaunda International Airport,ZM,Lusaka
FLKL,Kalabo Airport,ZM,Kalabo
FLKO,Kaoma Airport,ZM,Kaoma
FLKS,Kasama Airport,ZM,Kasama
FLKW,Milliken Airport,ZM,Kabwe
FLKY,Kasaba Bay Airport,ZM,Kasaba Bay
FLKZ,Lukuzi Airport,ZM,Nansolo
FLLA,Luanshya Zambia Airport,ZM,Luanshya
FLLC,Lusaka City Airport,ZM,Lusaka
FLLK,Lukulu Airport,ZM,Lukulu
FLLV,Lochinvar Airport,ZM,Bwanda
FLMA,Mansa Airport,ZM,Mansa
FLMB,Maamba Airport,ZM,Maamba
FLMF,Mfuwe International Airport,ZM,Mfuwe
FLMG,Mongu Airport,ZM,Mongu
FLNA,Ngoma Airport,ZM,Ngoma
FLND,Peter Zuze Air Force Base,ZM,Ndola
FLSK,Simon Mwansa Kapwepwe International Airport,ZM,Ndola
FLSN,Senanga Airport,ZM,Senanga
FLSO,Southdowns Airport,ZM,Kitwe
FLSS,Sesheke Airport,ZM,Sesheke
FLSW,Solwesi Airport,ZM,Solwesi
FLZB,Zambezi Airport,ZM,Zambezi
FMCH,Prince Said Ibrahim International Airport,KM,Moroni
FMCI,Mohéli Bandar Es Eslam Airport,KM,Fomboni
FMCV,Ouani Airport,KM,Ouani
FMCZ,Dzaoudzi Pamandzi International Airport,YT,Dzaoudzi
FMEE,Roland Garros Airport,RE,Sainte-Marie
FMEP,Saint-Pierre Pierrefonds Airport,RE,Saint-Pierre
FMFE,Ambohibary Airport,MG,Moramanga
FMMA,Antananarivo Arivonimamo Airport,MG,Arivonimamo
FMMB,Ambatomainty Airport,MG,
FMMC,Malaimbandy Airport,MG,Malaimbandy
FMME,Antsirabe Airport,MG,Antsirabe
FMMG,Antsalova Airport,MG,Antsalova
FMMH,Mahanoro Airport,MG,Mahanoro
FMMI,Ivato International Airport,MG,Antananarivo
FMMJ,Ambohijanahary Airport,MG,Ambohijanahary
FMMK,Ankavandra Airport,MG,Ankavandra
FMML,Belo sur Tsiribihina Airport,MG,Belo sur Tsiribihina
FMMN,Miandrivazo Airport,MG,Miandrivazo
FMMO,Maintirano Airport,MG,Maintirano
FMMP,Amparafaravola Airport,MG,Amparafaravola
FMMQ,Atsinanana Airport,MG,Ilaka
FMMR,Morafenobe Airport,MG,Morafenobe
FMMS,Sainte Marie Airport,MG,Vohilava
FMMT,Toamasina Ambalamanasy Airport,MG,Toamasina
FMMU,Tambohorano Airport,MG,Tambohorano
FMMV,Morondava Airport,MG,Morondava
FMMX,Tsiroanomandidy Airport,MG,Tsiroanomandidy
FMMY,Vatomandry Airport,MG,Vatomandry
FMMZ,Ambatondrazaka Airport,MG,Ambatondrazaka
FMNA,Arrachart Airport,MG,Antisiranana
FMNC,Mananara Nord Airport,MG,Mananara Nord
FMND,Andapa Airport,MG,
FMNE,Ambilobe Airport,MG,
FMNF,Avaratra Airport,MG,Befandriana
FMNG,Port Bergé Airport,MG,Port Bergé
FMNH,Antsirabe Airport,MG,Antsirabe
FMNK,Antsiranana Andrakaka Airport,MG,
FMNL,Analalava Airport,MG,Analalava
FMNM,Amborovy Airport,MG,Mahajanga
FMNN,Nosy Be International Airport,MG,Nosy Be
FMNO,Soalala Airport,MG,Soalala
FMNP,Mampikony Airport,MG,Mampikony
FMNQ,Besalampy Airport,MG,Besalampy
FMNR,Maroantsetra Airport,MG,Maroantsetra
FMNS,Sambava Airport,MG,Sambava
FMNT,Tsaratanana Airport,MG,Tsaratanana
FMNV,Vohemar Airport,MG,Vohemar
FMNW,Ambalabe Airport,MG,Antsohihy
FMNX,Mandritsara Airport,MG,Mandritsara
FMSA,Ambalavao Airport,MG,Ambalavao
FMSB,Antsoa Airport,MG,Beroroha
FMSC,Mandabe Airport,MG,Mandabe
FMSD,Tôlanaro Airport,MG,Tôlanaro
FMSE,Betroka Airport,MG,Betroka
FMSF,Fianarantsoa Airport,MG,Fianarantsoa
FMSG,Farafangana Airport,MG,Farafangana
FMSI,Ihosy Airport,MG,Ihosy
FMSJ,Manja Airport,MG,Manja
FMSK,Manakara Airport,MG,Manakara
FMSL,Bekily Airport,MG,Bekily
FMSM,Mananjary Airport,MG,Mananjary
FMSN,Samangoky Airport,MG,Tanandava
FMSR,Morombe Airport,MG,Morombe
FMST,Toliara Airport,MG,Toliara
FMSU,Vangaindrano Airport,MG,Vangaindrano
FMSV,Betioky Airport,MG,Betioky
FMSY,Ampanihy Airport,MG,Ampanihy
FMSZ,Ankazoabo Airport,MG,Ankazoabo
FNAM,Ambriz Airport,AO,Ambriz
FNBC,Mbanza Congo Airport,AO,Mbanza Congo
FNBG,Benguela Airport,AO,Benguela
FNBJ,Dr. Antonio Agostinho Neto International Airport,AO,Luanda (Ícolo e Bengo)
FNBL,Lumbala Airport,AO,Lumbala N'guimbo
FNCA,Cabinda Airport,AO,Cabinda
FNCB,Camembe Airport,AO,Camembe
FNCC,Cacolo Airport,AO,Cacolo
FNCF,Cafunfo Airport,AO,Cafunfo
FNCH,Chitato Airport,AO,Chitato
FNCM,Camabatela Airport,AO,Camabatela
FNCP,Kapanda Airport,AO,Capanda
FNCT,Catumbela Airport,AO,Catumbela
FNCU,Calulo Airport,AO,Calulo
FNCV,Cuito Cuanavale Airport,AO,Cuito Cuanavale
FNCX,Camaxilo Airport,AO,Camaxilo
FNCZ,Cazombo Airport,AO,Cazombo
FNDB,Damba Airport,AO,Damba
FNDU,Dundo Airport,AO,Chitato
FNGI,Ngjiva Pereira Airport,AO,Ngiva
FNHU,Albano Machado Airport,AO,Huambo
FNJM,Jamba Airport,AO,Jamba
FNKU,Kuito Airport,AO,Kuito
FNLB,Lobito Airport,AO,Lobito
FNLK,Lucapa Airport,AO,Lucapa
FNLM,Lumbala Airstrip,AO,Lumbala
FNLU,Quatro de Fevereiro International Airport,AO,Luanda
FNLZ,Luzamba Airport,AO,Luzamba
FNMA,Malanje Airport,AO,Malanje
FNME,Menongue Airport,AO,Menongue
FNMO,Welwitschia Mirabilis International Airport,AO,Moçâmedes
FNMQ,Maquela Airport,AO,Maquela do Zombo
FNNG,Negage Airport,AO,Negage
FNNL,Huambo Airport,AO,Huambo
FNPA,Porto Amboim Airport,AO,Port Amboim
FNPB,Sanza Pombo Airport,AO,Sanza Pombo
FNSA,Saurimo Airport,AO,Saurimo
FNSO,Soyo Airport,AO,Soyo
FNSU,Sumbe Airport,AO,Sumbe
FNTE,Tchamutete Airport,AO,Techamutete
FNTO,Xamindele Airport,AO,Toto
FNUA,Luau Airport,AO,Luau
FNUB,Lubango Mukanka International Airport,AO,Lubango
FNUE,Luena Airport,AO,Luena
FNUG,Uige Airport,AO,Uige
FNWK,Waco Kungo Airport,AO,Waco Kungo
FNXA,Xangongo Airport,AO,Xangongo
FNZE,N'zeto Airport,AO,N'zeto
FNZG,Nzagi Airport,AO,Nzagi
FOGA,Akieni Airport,GA,Akieni
FOGB,Booue Airport,GA,Booue
FOGE,Ndende Airport,GA,Ndende
FOGF,Fougamou Airport,GA,Fougamou
FOGG,M'Bigou Airport,GA,M'Bigou
FOGI,Moabi Airport,GA,Moabi
FOGJ,Ville Airport,GA,N'Djolé
FOGK,Koulamoutou Mabimbi Airport,GA,Koulamoutou
FOGM,Mouilla Ville Airport,GA,Mouila
FOGO,Oyem Airport,GA,Oyem
FOGQ,Okondja Airport,GA,Okondja
FOGR,Lambarene Airport,GA,Lambarene
FOGV,Minvoul Airport,GA,Minvoul
FOGW,Alowe Airport,GA,Wonga Wongué Presidential Reserve
FOGX,Gamba Airport,GA,Gamba
FOOB,Bitam Airport,GA,Bitam
FOOD,Moanda Airport,GA,Moanda
FOOE,Mekambo Airport,GA,Mekambo
FOOG,Port Gentil International Airport,GA,Port Gentil
FOOH,Omboue Hospital Airport,GA,Omboue
FOOI,Tchongorove Airport,GA,Iguela
FOOK,Makokou Airport,GA,Makokou
FOOL,Libreville Leon M'ba International Airport,GA,Libreville
FOOM,Mitzic Airport,GA,Mitzic
FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport,GA,Franceville
FOOR,Lastourville Airport,GA,Lastourville
FOOS,Sette Cama Airport,GA,Sette Cama
FOOT,Tchibanga Airport,GA,Tchibanga
FOOY,Mayumba Airport,GA,Mayumba
FPPR,Principe Airport,ST,São Tomé & Príncipe
FPST,São Tomé International Airport,ST,São Tomé
FQAG,Angoche Airport,MZ,Angoche
FQBI,Bilene Airport,MZ,Bilene
FQBR,Beira International Airport,MZ,Beira
FQCB,Cuamba Airport,MZ,Cuamba
FQCH,Chimoio Airport,MZ,Chimoio
FQIA,Inhaca Airport,MZ,Inhaca
FQIB,Ibo Airport,MZ,Ibo
FQIN,Inhambane Airport,MZ,Inhambane
FQLC,Lichinga Airport,MZ,Lichinga
FQLU,Lumbo Airport,MZ,Lumbo
FQMA,Maputo Airport,MZ,Maputo
FQMD,Mueda Airport,MZ,Mueda
FQMP,Mocímboa da Praia Airport,MZ,Mocímboa da Praia
FQMR,Marrupa Airport,MZ,Marrupa
FQNC,Nacala International Airport,MZ,Nacala
FQNP,Nampula Airport,MZ,Nampula
FQPB,Pemba Airport,MZ,Pemba
FQPO,Ponta do Ouro Airport,MZ,Ponta do Ouro
FQQL,Quelimane Airport,MZ,Quelimane
FQSG,Songo Airport,MZ,Songo
FQTT,Tete Airport,MZ,Tete
FQUG,Ulongwe Airport,MZ,Ulongwe
FQVL,Vilankulo Airport,MZ,Vilanculo
FQXA,Xai-Xai Chongoene Airport,MZ,Xai-Xai
FSAL,Alphonse Airport,SC,Alphonse Island
FSAS,Assomption Airport,SC,Assomption Island
FSDA,D'Arros Island Airport,SC,D'Arros Island
FSDR,Desroches Airport,SC,Desroches Island
FSFA,Farquhar Airport,SC,Farquhar Group
FSIA,Seychelles International Airport,SC,Victoria
FSMA,Marie-Louise Airport,SC,Marie-Louise Island
FSPL,Platte Island Airport,SC,Platte Island
FSPP,Praslin Island Airport,SC,Praslin Island
FSSB,Bird Island Airport,SC,Bird Island
FSSD,Denis Island Airport,SC,Denis Island
FSSF,Frégate Island Airport (UNUSABLE),SC,Frégate Island
FSSR,Remire Island Airport,SC,Remire Island
FTTA,Sarh Airport,TD,Sarh
FTTB,Bongor Airport,TD,Bongor
FTTC,Abeche Airport,TD,Abeche
FTTD,Moundou Airport,TD,Moundou
FTTE,Biltine Airport,TD,Biltine
FTTF,Fada Airport,TD,Fada
FTTG,Goz-Beida Airport,TD,Goz-Beida
FTTH,Lai Airport,TD,Lai
FTTI,Ati Airport,TD,Ati
FTTJ,N'Djamena International Airport,TD,N'Djamena
FTTK,Bokoro Airport,TD,Bokoro
FTTL,Bol-Berim Airport,TD,Bol
FTTM,Mongo Airport,TD,Mongo
FTTN,Am Timan Airport,TD,Am Timan
FTTP,Pala Airport,TD,Pala
FTTR,Zouar Airport,TD,Zouar
FTTS,Bousso Airport,TD,Bousso
FTTU,Mao Airport,TD,Mao
FTTY,Faya-Largeau Airport,TD,Faya-Largeau
FTTZ,Bardai Zougra Airport,TD,Bardai Zougra
FVCD,Chirundu Airport,ZW,Chirundu
FVCH,Chipinge Airport,ZW,Chipinge
FVCN,Centenary Airport,ZW,
FVCP,Charles Prince Airport,ZW,Harare
FVCZ,Buffalo Range Airport,ZW,Chiredzi
FVFA,Victoria Falls International Airport,ZW,Victoria Falls
FVFG,Fothergill Airport,ZW,Fothergill Island
FVGG,Gachegache Airport,ZW,Gache Gache
FVGR,Grand Reef Airport,ZW,Mutare
FVJN,Joshua Mqabuko Nkomo International Airport,ZW,Bulawayo
FVKB,Kariba Airport,ZW,Kariba
FVKK,Kwekwe Aerodrome,ZW,Kwekwe
FVMA,Marondera Airport,ZW,Marondera
FVMD,Mount Darwin Airport,ZW,
FVME,Masuwe Heliport,ZW,Masuwe
FVMH,Mahenye Airport,ZW,Gonarezhou National Park
FVMI,Mubayira Airport,ZW,Mubayira
FVML,Mlibizi Airstrip,ZW,Mlibizi
FVMT,Mutoko Airport,ZW,Mutoko
FVMU,Mutare Airport,ZW,Mutare
FVMV,Masvingo International Airport,ZW,Masvingo
FVOT,Kotwa Airport,ZW,
FVRF,Rifa Airstrip,ZW,Hurungwe
FVRG,Robert Gabriel Mugabe International Airport,ZW,Harare
FVSH,Zvishavane Airport,ZW,Zvishavane
FVTD,Tinfields Airport,ZW,Tinfields
FVTL,Josiah Tungamirai Air Force Base,ZW,Gweru
FVWN,Hwange National Park Airport,ZW,Gwayi River Farms
FVWT,Hwange (Town) Airport,ZW,Hwange
FWCC,Chintheche Aerodrome,MW,Chintheche
FWCD,Chelinda Airfield,MW,
FWCL,Chileka International Airport,MW,Blantyre
FWCM,Club Makokola Airport,MW,Club Makokola
FWCS,Ntchisi Airport,MW,Ntchisi
FWCT,Chitipa Airport,MW,Chitipa
FWDW,Dwangwa Airport,MW,Dwangwa
FWKA,Karonga Airport,MW,Karonga
FWKG,Kasungu Airport,MW,Kasungu
FWKI,Kamuzu International Airport,MW,Lumbadzi
FWLE,Old Lilongwe Airport,MW,Lilongwe
FWLK,Likoma Island Airport,MW,Likoma Island
FWLP,Lifupa Airport,MW,Lifupa
FWMC,Mchinji Airport,MW,Mchinji
FWMY,Monkey Bay Airport,MW,Monkey Bay
FWSJ,Nsanje Airport,MW,Nsanje
FWSM,Salima Airport,MW,Salima
FWSU,Nchalo Sucoma Airport,MW,Nchalo
FWUU,Mzuzu Airport,MW,Mzuzu
FWZA,Zomba Airport,MW,Zomba
FXLK,Lebakeng Airport,LS,Lebakeng
FXLR,Leribe Airport,LS,Leribe
FXLS,Lesobeng Airport,LS,Lesobeng
FXMA,Matsaile Airport,LS,Matsaile
FXMF,Mafeteng Airport,LS,Mafeteng
FXMK,Mokhotlong Airport,LS,Mokhotlong
FXMM,Moshoeshoe I International Airport,LS,Maseru(Mazenod)
FXMU,Mejametalana Air Base,LS,Foso
FXNK,Nkaus Airport,LS,Nkaus
FXPG,Pelaneng Airport,LS,Pelaneng
FXQG,Quthing Airport,LS,Quthing
FXQN,Qacha's Nek Airport,LS,Qacha's Nek
FXSH,Sehonghong Airport,LS,Sehonghong
FXSK,Sekakes Airport,LS,Sekakes
FXSM,Semonkong Airport,LS,Semonkong
FXSS,Seshutes Airport,LS,Seshutes
FXTA,Thaba-Tseka Airport,LS,Thaba-Tseka
FXTK,Tlokoeng Airport,LS,Tlokoeng
FYAA,Ai-Ais Airport,NA,Ai-Ais
FYAB,Aroab B Airport,NA,Aroab
FYAD,Aandster Airstrip,NA,Aandster
FYAG,Anib Lodge Landing Site,NA,
FYAH,Okombahe Airfield,NA,Okombahe
FYAI,Ameib Ranch Airstrip,NA,
FYAK,Aussenkehr Airport,NA,Aussenkehr
FYAL,Auob Lodge Airport,NA,
FYAM,Aminuis Airstrip,NA,Aminuis
FYAN,Aranos Airport,NA,Aranos
FYAR,Arandis Airport,NA,Arandis
FYAS,Aus Airport,NA,Aus
FYAT,Autabib Airfield,NA,Autabib
FYAV,Ariamsvlei Airport,NA,Ariamsvlei
FYBB,Beenbreek Landing Site,NA,
FYBC,Bethanien Airport,NA,Bethanien
FYBE,Betesda Airstrip,NA,
FYBI,Arabi Hunting Farm Airfield,NA,
FYBJ,Bitterwasser Lodge & Flying Club Airfield,NA,Bitterwasser
FYBK,Brukkaros Landing Strip,NA,Brukkaros
FYBM,B2Gold Otjikoto Mine Airport,NA,Otjikoto
FYBO,Blumfelde Airfield,NA,Blumfelde
FYBR,Berseba Airfield,NA,Berseba
FYBT,Buitepos Airstrip,NA,Buitepos
FYBY,Byseewah Airstrip,NA,Byseewah
FYCC,Cape Cross Airstrip.,NA,Cape Cross
FYCV,Cordova Airstrip,NA,
FYDC,Damaraland Wilderness Camp Airstrip,NA,
FYDN,Doro Nawas Airstrip,NA,
FYEA,Etendeka Airstrip,NA,
FYEF,Epupa Falls Airstrip.,NA,Omuhandja
FYEG,Erongo Mountain Ombu Airstrip,NA,Ombu
FYEH,Ehomba Airport,NA,Ehomba
FYEK,Epukiro Airport,NA,Epukiro
FYEM,Emeritus (Onanis) Airstrip,NA,
FYEN,Eenhana Airport,NA,Eenhana
FYEP,Epacha Airport,NA,
FYER,Ermo Game Farm Airstrip,NA,
FYET,Etusis Lodge Airport,NA,
FYGB,Gobabis Airport,NA,Gobabis
FYGC,Gochas Airstrip,NA,Gochas
FYGF,Grootfontein Airport,NA,Grootfontein
FYGK,Farm Whitwater East Landing Strip,NA,Desert Homestead
FYGO,Gobabeb Airfield,NA,Gobabeb
FYGT,Gross Tsaub Airstrip,NA,
FYGV,Gravenstein Prv Airport,NA,
FYHI,Halali Airport,NA,Halali
FYHM,Hammerstein Airstrip,NA,
FYHV,Hartmann Valley Airstrip,NA,Otjinhungwa
FYKA,Karibib Airport,NA,Karibib
FYKB,Karasburg Airport,NA,Karasburg
FYKJ,Kamanjab Airport,NA,Kamanjab
FYKM,Katima Mulilo Airport,NA,Mpacha
FYKN,Okonjima Airport,NA,
FYKR,Okorusu Mine Airstrip,NA,Okorusu Mine
FYKS,Koes Airport,NA,Koes
FYKT,Keetmanshoop Airport,NA,Keetmanshoop
FYKU,Kuidas Airstrip,NA,Torra Conservancy
FYKW,Okangwati Airport,NA,Okaongwati
FYKX,Khorixas Airport,NA,Khorixas
FYKY,Uitkyk Airport,NA,Uitkyk
FYKZ,Kuzikus Airstrip,NA,Kuzikus
FYLO,Lodge Okajo Airstrip,NA,Okajo Safari Lodge
FYLR,La Rochelle Airfield,NA,Tsumeb
FYLS,Lianshulu Lodge Airstrip,NA,Muneambuanas
FYLV,Leonardville Airport,NA,Leonardville
FYLW,Langverwacht Airstrip,NA,Langverwacht
FYLZ,Luderitz Airport,NA,Luderitz
FYME,Mount Etjo Airport,NA,Mount Etjo Safari Lodge
FYMG,Midgard Airport,NA,Midgard
FYMH,Maltahoehe Airstrip,NA,Maltahoehe
FYMI,Mile 72 Airfield,NA,Myl 72
FYMK,Kunene Mouth Airstrip,NA,Skeleton Coast
FYML,Mariental Airport,NA,Mariental
FYMM,Omatako Hunting Airstrip,NA,Omatako Ranch
FYMO,Mokuti Lodge Airport,NA,Mokuti Lodge
FYMP,Okamapu Landing Site,NA,
FYMW,Moewe Bay Airport,NA,
FYNA,Namutoni Airport,NA,Namutoni
FYNB,Kansimba Landing Site,NA,
FYNG,Ongava Lodge Airstrip,NA,Ombika
FYOA,Ondangwa Airport,NA,Ondangwa
FYOE,Omega Airport,NA,Omega
FYOG,Oranjemund Airport,NA,Oranjemund
FYOH,Okahao Airport,NA,Okahao
FYOJ,Outjo Airport,NA,Outjo
FYOO,Okaukuejo Airport,NA,Okaukuejo
FYOP,Opuwa Airport,NA,Opuwa
FYOS,Oshakati Airport,NA,Oshakati
FYOW,Otjiwarongo Airport,NA,Otjiwarongo
FYRC,Ruacana Airport,NA,Ruacana
FYRF,Rietfontein Airport,NA,Rietfontein
FYRH,Rehoboth (Oanob Resort) Airport,NA,Rehoboth
FYRU,Rundu Airport,NA,Rundu
FYSA,Skorpion Mine Airport,NA,Rosh Pinah
FYSI,Ndonga Linena Airstrip,NA,Shitemo
FYSL,Sossusvlei Mountain Lodge Airport,NA,Sossusvlei Desert Lodge
FYSM,Swakopmund Municipal Aerodrome,NA,Swakopmund
FYSS,Sesriem Airport,NA,Sesriem
FYTE,Terrace Bay Airport,NA,Terrace Bay
FYTF,Twyfelfontein Airport,NA,Twyfelfontein
FYTK,Tsumkwe Airport,NA,Tsumkwe
FYTM,Tsumeb Airport,NA,Tsumeb
FYUS,Uis Mine Airport,NA,Uis
FYWB,Walvis Bay International Airport,NA,Walvis Bay(Rooikop)
FYWE,Eros Airport,NA,Windhoek
FYWH,Hosea Kutako International Airport,NA,Windhoek
FYWL,Wabi Lodge Airstrip,NA,Wabi Game Lodge
FYWN,Waterberg Wilderness Airstrip,NA,Waterberg Wilderness Lodge
FYZR,Zebra River Lodge Airstrip,NA,
FZAA,Ndjili International Airport,CD,Kinshasa
FZAB,Ndolo Airport,CD,N'dolo
FZAD,Celo Zongo Airport,CD,Celo Zongo
FZAG,Muanda Airport,CD,Muanda
FZAH,Tshela Airport,CD,Tshela
FZAJ,Boma Airport,CD,Boma
FZAL,Luozi Airport,CD,Luozi
FZAM,Tshimpi Airport,CD,Matadi
FZAN,Inga Airport,CD,Inga
FZAP,Lukala Airport,CD,Lukala
FZAR,N'Kolo-Fuma Airport,CD,N'Kolo-Fuma
FZAW,Kwilu-Ngongo Airport,CD,Kwilu-Ngongo
FZAY,Mvula Sanda Airport,CD,Mvula Sanda
FZBA,Inongo Airport,CD,Inongo
FZBB,Bongimba Airport,CD,Bongimba
FZBD,Oshwe Airport,CD,Oshwe
FZBE,Beno Airport,CD,Beno
FZBF,Bonkita Airport,CD,Bonkita
FZBI,Nioki Airport,CD,Nioki
FZBJ,Mushie Airport,CD,Mushie
FZBK,Boshwe Airport,CD,Boshwe
FZBL,Djokele Airport,CD,Djokele
FZBN,Malebo Airport,CD,Malebo
FZBO,Bandundu Airport,CD,Bandundu
FZBQ,Bindja Airport,CD,Bindja
FZBS,Semendwa Airport,CD,Semendwa
FZBT,Kiri Airport,CD,Kiri
FZBU,Ipeke Airport,CD,Ipeke
FZBV,Kutu-Kempili Airport,CD,Kempili
FZBW,Basengele Airport,CD,Basengele
FZCA,Kikwit Airport,CD,Kikwit
FZCB,Idiofa Airport,CD,Idiofa
FZCD,Vanga Airport,CD,Vanga
FZCF,Kahemba Airport,CD,Kahemba
FZCI,Banga Airport,CD,Banga
FZCK,Kajiji Airport,CD,Kajiji
FZCP,Popokabaka Airport,CD,Popokabaka
FZCR,Busala Airport,CD,Busala
FZCU,Ito Airport,CD,Ito
FZCV,Masi Manimba Airport,CD,Masi Manimba
FZCW,Kikongo Sur Wamba Airport,CD,Kikongo Sur Wamba
FZCY,Yuki Airport,CD,Yuki
FZDA,Malanga Airport,CD,Malanga
FZDE,Tono Airport,CD,Tono
FZDF,Nzamba Airport,CD,Nzamba
FZDG,Nyanga Airport,CD,Nyanga
FZDJ,Mutena Airport,CD,Mutena
FZDK,Kipata Katika Airport,CD,Kipata Katika
FZDN,Mongo Wa Kenda Airport,CD,Mongo Wa Kenda
FZDO,Moanza Airport,CD,Moanza
FZDP,Mukedi Airport,CD,Mukedi
FZDQ,Mazelele Airport,CD,Mazelele
FZDR,Bokela Airport,CD,Bokela
FZDS,Yasa Bongo Airport,CD,Yasa Bongo
FZEA,Mbandaka Airport,CD,Mbandaka
FZEI,Ingende Airport,CD,Ingende
FZEM,Yembe Moke Airport,CD,Yembe Moke
FZEN,Basankusu Airport,CD,Basankusu
FZEO,Beongo Airport,CD,Beongo
FZEP,Mentole Airport,CD,Mentole
FZER,Kodoro Airport,CD,Kodoro
FZFA,Libenge Airport,CD,Libenge
FZFC,Engengele Airport,CD,Engengele
FZFD,Gbadolite Airport,CD,Gbadolite
FZFE,Abumumbazi Airport,CD,Abumumbazi
FZFH,Mokaria-Yamoleka Airport,CD,Mokaria-Yamoleka
FZFJ,Goyongo Airport,CD,Goyongo
FZFK,Gemena Airport,CD,Gemena
FZFP,Kotakoli Airbase,CD,Kotakoli
FZFQ,Mpaka Airport,CD,Mpaka
FZFR,Mombongo Airport,CD,Mombongo
FZFS,Karawa Airport,CD,Karawa
FZFT,Tandala Airport,CD,Tandala
FZFU,Bumba Airport,CD,Bumba
FZFW,Gwaka Airport,CD,Gwaka
FZGA,Lisala Airport,CD,Lisala
FZGC,Bolila Airport,CD,Bolila
FZGE,Binga Airport,CD,Binga
FZGF,Bokungu Airport,CD,Bokungu
FZGI,Yalingimba Airport,CD,Yalingimba
FZGN,Boende Airport,CD,Boende
FZGT,Boteka Airport,CD,Boteka
FZGV,Ikela Airport,CD,Ikela
FZIA,Kisangani Simisini Airport,CD,
FZIC,Bangoka International Airport,CD,Kisangani
FZIR,Yangambi Airport,CD,Yangambi
FZIZ,Lokutu Airport,CD,Lokutu
FZJB,Doko Airport,CD,Doko
FZJC,Dungu-Uye Airport,CD,Dungu
FZJD,Doruma Airport,CD,Doruma
FZJF,Aba Airport,CD,Aba
FZJH,Matari Airport,CD,Isiro
FZJI,Watsa Airport,CD,Watsa
FZJK,Faradje Airport,CD,Faradje
FZJN,Luniemu Airport,CD,Luniemu
FZJR,Kere Kere Airport,CD,Kere Kere
FZKA,Bunia Airport,CD,Bunia
FZKB,Bambili-Dingila Airport,CD,Bambili-Dingila
FZKF,Kilomines Airport,CD,Kilomines
FZKI,Yedi Airport,CD,Yedi
FZKJ,Buta Zega Airport,CD,Buta
FZKN,Aketi Airport,CD,Aketi
FZMA,Bukavu Kavumu Airport,CD,Kamakombe
FZMC,Mulungu Airport,CD,Mulungu
FZMD,Nzovu Airport,CD,Nzovu
FZMP,Kimano Ii Airport,CD,Kimano Ii
FZMW,Shabunda Airport,CD,Shabunda
FZNA,Goma International Airport,CD,Goma
FZNB,Katale Airport,CD,Katale
FZNC,Rutshuru Airport,CD,Rutshuru
FZNF,Lubero Airport,CD,Lubero
FZNI,Ishasha Airport,CD,Ishasha
