code,name,country,municipality
ENAR,Arendal Hospital Heliport,NO,Arendal
ENAT,Alta Airport,NO,Alta
ENBA,"Barentsburg Heliport, Heerodden",NO,Barentsburg
ENBE,Balder A FPU,NO,North Sea
ENBL,"Førde Airport, Bringeland",NO,Førde
ENBN,"Brønnøysund Airport, Brønnøy",NO,Brønnøy
ENBO,Bodø Airport,NO,Bodø
ENBR,"Bergen Airport, Flesland",NO,Bergen
ENBS,Båtsfjord Airport,NO,Båtsfjord
ENBV,Berlevåg Airport,NO,Berlevåg
ENCN,Kristiansand Airport,NO,Kristiansand(Kjevik)
ENDU,Bardufoss Airport,NO,Målselv
ENEV,Harstad/Narvik Airport,NO,Evenes
ENFB,Statfjord B,NO,
ENFL,Florø Airport,NO,Florø
ENGM,Oslo-Gardermoen International Airport,NO,Oslo (Gardermoen)
ENHA,"Hamar Lufthavn, Stavsberg",NO,Hamar
ENHD,"Haugesund Airport, Karmøy",NO,Karmøy
ENHF,Hammerfest Airport,NO,Hammerfest
ENHK,Hasvik Airport,NO,Hasvik
ENHV,"Honningsvåg Airport, Valan",NO,Honningsvåg
ENKB,"Kristiansund Airport, Kvernberget",NO,Kvernberget
ENKL,Gol Airport,NO,Klanten flyplass
ENKR,"Kirkenes Airport, Høybuktmoen",NO,Kirkenes
ENLK,Leknes Airport,NO,Leknes
ENMH,Mehamn Airport,NO,Mehamn
ENML,"Molde Airport, Årø",NO,Årø
ENMO,Meråker Airfield Øian,NO,Meråker
ENMS,"Mosjøen Airport, Kjærstad",NO,Mosjøen
ENNA,"Lakselv Airport, Banak",NO,Lakselv
ENNM,Namsos Airport,NO,Namsos
ENNO,Notodden Airport,NO,Notodden
ENOL,Ørland Airport,NO,Ørland
ENOV,"Ørsta-Volda Airport, Hovden",NO,Ørsta
ENQE,Oseberg East Helideck,NO,
ENQO,Oseberg South Helideck,NO,
ENRA,"Mo i Rana Airport, Røssvoll",NO,Mo i Rana
ENRM,"Rørvik Airport, Ryum",NO,Rørvik
ENRO,Røros Airport,NO,Røros
ENRS,Røst Airport,NO,Røst
ENRY,"Moss Airport, Rygge",NO,Oslo
ENSB,"Svalbard Airport, Longyear",NO,Longyearbyen
ENSD,"Sandane Airport, Anda",NO,Sandane
ENSG,"Sogndal Airport, Haukåsen",NO,Sogndal
ENSH,"Svolvær Airport, Helle",NO,Svolvær
ENSK,"Stokmarknes Airport, Skagen",NO,Hadsel
ENSN,Skien Airport,NO,Geiteryggen
ENSO,"Stord Airport, Sørstokken",NO,Leirvik
ENSR,Sørkjosen Airport,NO,Sørkjosen
ENSS,"Vardø Airport, Svartnes",NO,Vardø
ENST,"Sandnessjøen Airport, Stokka",NO,Alstahaug
ENTC,Tromsø Airport,NO,Tromsø
ENTO,"Sandefjord Airport, Torp",NO,Sandefjord(Torp)
ENVA,"Trondheim Airport, Værnes",NO,Trondheim
ENVD,Vadsø Airport,NO,Vadsø
ENZV,"Stavanger Airport, Sola",NO,Stavanger
EPAR,Arłamów Airfield,PL,Wola Korzeniecka
EPBA,Bielsko-Biała Aleksandrowice Airfield,PL,Bielsko-Biała
EPBB,Babięta,PL,Babięta
EPBC,Warsaw Babice Airport,PL,Warsaw
EPBD,Bydgoszcz Aeroklub Airfield,PL,Bydgoszcz
EPBE,Bełchatów Airstrip,PL,Kałduny
EPBG,Gołubie Heliport,PL,Gołubie
EPBK,Białystok-Krywlany Airfield,PL,Białystok
EPBO,Borsk Airfield,PL,Borsk
EPBY,Ignacy Jan Paderewski Bydgoszcz Airport,PL,Bydgoszcz
EPCD,Depułtycze Królewskie Airfield,PL,Królewskie
EPCE,Cewice Naval Air Base,PL,Siemirowice
EPDA,Darłówo Naval Air Base,PL,Darłowo
EPDE,Deblin Military Air Base,PL,Dęblin
EPEL,Elbląg Airfield,PL,Elbląg
EPGD,Gdańsk Lech Wałęsa Airport,PL,Gdańsk
EPGE,Giże Airfield,PL,Giże
EPGI,Grudziądz Lisie Kąty Airfield,PL,Grudziądz
EPGR,Łańsk / Gryźliny Airfield,PL,Gryźliny
EPGW,Ulim,PL,Ulim
EPIN,Inowrocław Airfield,PL,Inowrocław
EPIR,Inowroclaw Military Air Base,PL,
EPJG,Jelenia Góra Airfield,PL,Jelenia Góra
EPJL,Laszki Field,PL,Laszki
EPJS,Jeżów Sudecki Airfield,PL,Jeżów Sudecki
EPKA,Kielce-Masłów Airfield,PL,Kielce
EPKB,Kazimierz Biskupi Airfield,PL,Kazimierz Biskupi
EPKC,Kraków Rakowice-Czyżyny Airport (Disused),PL,Kraków
EPKE,Kȩtrzyn-Wilamowo Airfield,PL,Kȩtrzyn
EPKG,Kołobrzeg-Bagicz Airfield,PL,Bagicz
EPKI,Kikity,PL,
EPKK,Kraków John Paul II International Airport,PL,Balice
EPKN,Opole-Kamień Śląski Airfield,PL,Kamień Śląski
EPKR,Krosno Airfield,PL,Krosno
EPKT,Katowice Wojciech Korfanty International Airport,PL,Katowice
EPLB,Lublin Airport,PL,Lublin
EPLL,Łódź Władysław Reymont Airport,PL,Łódź
EPLY,Leźnica Wielka Air Base,PL,Leźnica Wielka
EPMO,Warsaw Modlin Airport,PL,Nowy Dwór Mazowiecki
EPMY,Myślibórz-Giżyn Airfield,PL,Nowogródek Pomorski
EPOD,Olsztyn-Dajtki Airfield,PL,Olsztyn
EPPG,Kakolewo (former military),PL,Kąkolewo
EPPL,Płock Airfield,PL,Płock
EPPO,Poznań-Ławica Airport,PL,Poznań
EPRA,Warsaw Radom Airport,PL,Radom
EPRJ,Rzeszów Sports Airfield,PL,Nowa Wieś
EPRP,Radom-Piastrów Airfield,PL,Piastów
EPRU,Częstochowa-Rudniki Airport,PL,Rudniki
EPRZ,Rzeszów-Jasionka Airport,PL,Jasionka
EPSC,Solidarity Szczecin–Goleniów Airport,PL,Szczecin(Glewice)
EPSD,Szczecin-Dąbie Airfield,PL,Szczecin
EPSK,Słupsk-Krȩpa Airfield,PL,Krępa Słupska
EPSN,Swidwin Military Air Base,PL,
EPST,Stalowa Wola-Turbia Airfield,PL,Zaleszany
EPSY,Olsztyn-Mazury Airport,PL,Szymany
EPTM,Tomaszów Mazowiecki Military Air Base,PL,Nowy Glinnik
EPTO,Toruń Airfield,PL,Toruń
EPWA,Warsaw Chopin Airport,PL,Warsaw
EPWR,Copernicus Wrocław Airport,PL,Wrocław
EPZG,Zielona Góra-Babimost Airport,PL,Nowe Kramsko
ESCF,Malmen Air Base,SE,Linköping
ESCM,Ärna Air Base,SE,Uppsala
ESDF,Ronneby Airport,SE,Ronneby
ESEB,Borås Hospital Heliport,SE,Borås
ESED,Sundsvalls County Hospital Heliport,SE,Sundsvall
ESEG,Vassara River Heliport,SE,Gällivare
ESEK,Lake Luossajärvi Heliport,SE,Kiruna
ESEL,US Linköping Hospital Helipad,SE,Linköping
ESEM,Lund Hospital Helipad,SE,Lund
ESEN,Norra Alvsborgs County Hospital Heliport,SE,Trollhättan
ESES,Sunderby Hospital Heliport,SE,Luleå
ESET,Torsby Hospital Heliport,SE,Torsby
ESEU,Uddevalla Hospital Heliport,SE,Uddevalla
ESEV,Visby Hospital Heliport,SE,Visby
ESEW,Västmanland's Hospital Heliport,SE,
ESEY,Lycksele Hospital Heliport,SE,Lycksele
ESFA,Hässleholm Bokeberg Airfield,SE,Hässleholm
ESFR,Råda Air Base,SE,Råda
ESFS,Sandvik Airfield,SE,Sandvik
ESGA,Backamo Airfield,SE,Uddevalla
ESGC,Ålleberg Airfield,SE,Ålleberg
ESGD,Bämmelshed Airfield,SE,Tidaholm
ESGE,Borås Airfield,SE,Borås
ESGF,Morup Airfield,SE,Falkenberg
ESGG,Göteborg Landvetter Airport,SE,Göteborg
ESGH,Herrljunga Airfield,SE,Herrljunga
ESGI,Rödene Airfield,SE,Alingsås
ESGJ,Jönköping Airport,SE,Jönköping
ESGK,Falköping Airfield,SE,Falköping
ESGL,Lidköping-Hovby Airport,SE,Lidköping
ESGM,Öresten Airfield,SE,Öresten
ESGN,Brännebrona Airfield,SE,Götene
ESGO,Vårgårda Airfield,SE,Vårgårda
ESGP,Säve Airport,SE,Göteborg
ESGR,Skövde Airport,SE,Skövde
ESGS,Näsinge Airfield,SE,Strömstad
ESGT,Trollhättan-Vänersborg Airport,SE,Trollhättan
ESGU,Rörkärr Airfield,SE,Uddevalla
ESGV,Varberg Getterön Airfield,SE,Varberg
ESGY,Säffle Airfield,SE,Säffle
ESHB,Sahlgrenska University East Hospital Helipad,SE,Göteborg
ESHC,Södersjukhuset Hospital Heliport,SE,Stockholm
ESHD,Danderyds Hospital Heliport,SE,Stockholm
ESHG,Gamla Stan HLS,SE,Stockholm
ESHI,Kristianstad Central Hospital Heliport,SE,Kristianstad
ESHJ,Ryhov Hospital Heliport,SE,Jönköping
ESHK,Karolinska University Hospital Heliport,SE,Solna
ESHL,Huddinge Hospital Helipad,SE,Flemingsberg
ESHM,Kungälvs Hospital Heliport,SE,Kungälv
ESKK,Karlskoga Airport,SE,Karlskoga
ESKM,Mora Airport,SE,Mora
ESKN,Stockholm Skavsta Airport,SE,Nyköping
ESKS,Scandinavian Mountains Airport,SE,Malung-Sälen
ESME,Eslöv Airfield,SE,Eslöv
ESMK,Kristianstad Airport,SE,Kristianstad
ESML,Landskrona Enoch Thulins Airfield,SE,Härslöv
ESMO,Oskarshamn Airport,SE,Oskarshamn
ESMQ,Kalmar Airport,SE,Kalmar
ESMS,Malmö Sturup Airport,SE,Malmö
ESMT,Halmstad Airport,SE,Halmstad
ESMU,Möckeln Airfield,SE,Älmhult
ESMV,Hagshult Air Base,SE,
ESMX,Växjö Kronoberg Airport,SE,Växjö
ESMY,Smålandsstenar Smålanda Airfield,SE,Smålandsstenar
ESMZ,Ölanda Airfield,SE,Ölanda
ESNA,Hallviken Airfield,SE,Hallviken
ESNB,Sollefteå/Långsele Airfield,SE,Långsele
ESND,Sveg Airport,SE,Sveg
ESNG,Gällivare Airport,SE,Gällivare
ESNH,Hudiksvall Airport,SE,Hudiksvall
ESNK,Kramfors-Sollefteå Höga Kusten Airport,SE,Nyland
ESNL,Lycksele Airport,SE,Lycksele
ESNM,Optand Airfield,SE,
ESNN,Sundsvall-Härnösand Airport,SE,Sundsvall/ Härnösand
ESNO,Örnsköldsvik Airport,SE,Örnsköldsvik
ESNP,Piteå Airfield,SE,Piteå
ESNQ,Kiruna Airport,SE,Kiruna
ESNR,Orsa Airfield,SE,
ESNS,Skellefteå Airport,SE,Skellefteå
ESNU,Umeå Airport,SE,Umeå
ESNV,Vilhelmina South Lapland Airport,SE,Vilhelmina
ESNX,Arvidsjaur Airport,SE,Arvidsjaur
ESNY,Söderhamn Airport,SE,Söderhamn
ESNZ,Åre Östersund Airport,SE,Östersund
ESOE,Örebro Airport,SE,Örebro
ESOH,Hagfors Airport,SE,Råda
ESOK,Karlstad Airport,SE,Karlstad
ESOW,Stockholm Västerås Airport,SE,Stockholm / Västerås
ESPA,Luleå Airport,SE,Luleå
ESQO,Arboga Airfield,SE,
ESSA,Stockholm-Arlanda Airport,SE,Stockholm
ESSB,Stockholm-Bromma Airport,SE,Stockholm
ESSD,Dala Airport,SE,Borlange
ESSF,Hultsfred Airport,SE,Hultsfred
ESSG,Ludvika Airfield,SE,Ludvika
ESSK,Gävle Sandviken Airport,SE,Gävle / Sandviken
ESSL,Linköping City Airport,SE,Linköping
ESSP,Norrköping Airport,SE,Norrköping
ESST,Torsby Airport,SE,Torsby
ESSU,Eskilstuna Airport,SE,Eskilstuna
ESSV,Visby Airport,SE,Visby
ESSW,Västervik Airport,SE,Västervik
ESTA,Ängelholm-Helsingborg Airport,SE,Ängelholm
ESUB,Arbrå Airfield,SE,Arbrå
ESUD,Storuman Airport,SE,Storuman
ESUE,Idre Airport,SE,Idre
ESUG,Gargnäs Airfield,SE,Gargnäs
ESUH,Myran Airfield,SE,Härnösand
ESUI,Mellansel Airfield,SE,Mellansel
ESUJ,Tälje Airfield,SE,Ånge
ESUK,Kalixfors Airfield,SE,Kiruna
ESUL,Ljusdal Airfield,SE,Ljusdal
ESUM,Mohed Airfield,SE,Mohed
ESUO,Graftavallen Airfield,SE,Graftavallen
ESUP,Pajala Airport,SE,Pajala
ESUR,Ramsele Airfield,SE,Sollefteå
ESUS,Åsele Airfield,SE,Åsele
ESUT,Hemavan Airport,SE,Hemavan
ESUV,Älvsbyn Airfield,SE,Älvsbyn
ESUY,Edsby Airfield,SE,Edsbyn
ESVA,Avesta Airfield,SE,Avesta
ESVB,Bunge Airfield,SE,Bunge
ESVE,Stegeborg,SE,
ESVG,Gagnef Airfield,SE,Djurås
ESVH,Hällefors Airfield,SE,Hällefors
ESVK,Katrineholm Airfield,SE,Katrineholm
ESVL,Långtora Airfield,SE,Enköping
ESVM,Skinnlanda Airfield,SE,Malung
ESVQ,Köping/Gålby Airfield,SE,Köping
ESVS,Siljansnäs Air Park,SE,Siljansnäs
ETAD,Spangdahlem Air Base,DE,Trier
ETAR,Ramstein Air Base,DE,Ramstein-Miesenbach
ETEB,Ansbach Katterbach Army Heliport,DE,Ansbach
ETED,Kaiserslautern Depot Army Heliport,DE,Kaiserslautern
ETHA,Altenstadt Army Airfield,DE,Altenstadt
ETHB,Bückeburg Air Base,DE,Bückeburg
ETHC,Celle Army Airfield,DE,Celle
ETHE,Rheine-Bentlage Airfield,DE,
ETHF,Fritzlar Army Airfield,DE,Fritzlar
ETHL,Laupheim Air Base,DE,Laupheim
ETHN,Niederstetten Army Air Base,DE,Niederstetten
ETHS,Faßberg Air Base,DE,Faßberg
ETIC,Grafenwöhr Army Air Field,DE,Grafenwöhr
ETIH,Hohenfels Army Airfield,DE,Hohenfels
ETIK,Illesheim Army Heliport,DE,Illesheim
ETIP,Landstuhl Army Heliport,DE,Landstuhl
ETIY,Landstuhl Regional Medical Center Heliport,DE,Landstuhl
ETMN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,DE,Wurster Nordseeküste
ETND,Diepholz Air Base,DE,Diepholz
ETNG,Geilenkirchen Air Base,DE,Geilenkirchen
ETNH,Hohn Air Base,DE,Hohn
ETNL,Rostock-Laage Airport,DE,Laage
ETNN,Nörvenich Air Base,DE,Nörvenich
ETNS,Schleswig Air Base,DE,Jagel
ETNT,Wittmundhafen Air Base,DE,Wittmund
ETNW,Wunstorf Air Base,DE,
ETOA,Schweinfurt Army Heliport,DE,Geldersheim
ETOI,Vilseck Army Air Field,DE,Vilseck
ETOU,Wiesbaden Army Airfield,DE,Wiesbaden
ETSB,Büchel Air Base,DE,Alflen
ETSH,Holzdorf Air Base,DE,Holzdorf
ETSI,Ingolstadt Manching Airport,DE,Manching
ETSL,Lechfeld Air Base,DE,Graben
ETSN,Neuburg Air Base,DE,Neuburg an der Donau
ETWM,Meppen Air Base,DE,
EVAD,Ādaži Airfield,LV,Ādaži
EVAP,AMO Plant Heliport,LV,Jelgava
EVCA,Cēsis Airfield,LV,Cesis
EVGA,Lielvarde Air Base,LV,Lielvarde
EVHB,Baltijas Helikopters Heliport,LV,Nākotne
EVJC,Nākotne Centra Jaunzemji Heliport,LV,Nākotne
EVLA,Liepāja International Airport,LV,Liepāja
EVLI,Limbaži Airfield,LV,Limbaži
EVLU,Ludza Helipad,LV,Ludza
EVPA,Ikshkile Airfield,LV,Ikshkile
EVRA,Riga International Airport,LV,Riga
EVRS,Spilve Aerodrome,LV,Riga
EVSM,M-Sola Heliport,LV,Lielvārde
EVVA,Ventspils International Airport,LV,Ventspils
EYBI,Biržai Airfield,LT,Biržai
EYDR,Druskininkai Airfield,LT,Druskininkai
EYIG,Ignalina,LT,
EYKA,Kaunas International Airport,LT,Kaunas
EYKL,Klaipėda Airfield,LT,Klaipėda
EYKS,S. Darius and S. Girėnas Airfield,LT,Kaunas
EYKT,Kartena Airfield,LT,Kartena
EYMA,Mazeikiai / J.Kumpikeviciaus Airfield,LT,Tirkšliai / Mažeikiai
EYMM,Sasnava Airfield,LT,Sasnava
EYMO,Molėtai Airfield,LT,Molėtai
EYNA,Akmenė Airfield,LT,Akmenė
EYNE,Nemirseta Heliport,LT,Nemirseta
EYPA,Palanga International Airport,LT,Palanga
EYPH,Paluknys Heli Base,LT,
EYPI,Panevėžys Istra Airfield,LT,Panevėžys /  Istra
EYPP,Panevėžys Air Base,LT,Panevėžys
EYPR,Pociūnai Airfield,LT,Pociūnai
EYRD,Rūdiškės Airfield,LT,Rūdiškės
EYRO,Rojūnai Airfield,LT,Rojūnai
EYSA,Šiauliai International Airport,LT,Šiauliai
EYSB,Barysiai Airfield,LT,Šiauliai
EYSE,Šeduva Airfield,LT,Šeduva / Šiauliai
EYSI,Šilute Airfield,LT,Šilute
EYTL,Telšiai Airfield,LT,Telšiai
EYTR,Tauragės Aerodromas,LT,Tauragė
EYUT,Utena Airfield,LT,Utena
EYVI,Vilnius International Airport,LT,Vilnius
EYVK,Kyviškes Airfield,LT,Kyviškes
EYVP,Paluknys Airfield,LT,Paluknys
EYZA,Zarasai Airfield,LT,Zarasai
FAAA,Atlantic Aerodrome,ZA,City of Cape Town
FAAB,Alexander Bay Airport,ZA,Alexander Bay
FAAE,Aberdeen Airport,ZA,Aberdeen
FAAF,Andrew's Field,ZA,Struisbaai
FAAG,Aggeneys Airport,ZA,Aggeneys
FAAL,Alldays Airport,ZA,Alldays
FAAM,Amsterdam Airport,ZA,Amsterdam
FAAN,Aliwal North Airport,ZA,Aliwal North
FAAP,Aviators Paradise Field,ZA,Primindia
FAAR,Arathusa Safari Lodge Airport,ZA,Arathusa
FAAS,Ashton Airport,ZA,Ashton
FABA,Microland Flight Park,ZA,Bapsfontein
FABB,Brakpan Airport,ZA,Brakpan
FABD,Burghersdorp Airport,ZA,Burgersdorp
FABE,Bisho Airport,ZA,Bisho
FABF,Barkly East Airport,ZA,Barkly East
FABG,Buffelshoek Airport,ZA,
FABH,Belfast Aerodrome,ZA,Belfast
FABL,Bram Fischer International Airport,ZA,Bloemfontein
FABU,Bultfontein Airport,ZA,Bultfontein
FABW,Beaufort West Airport,ZA,Beaufort West
FACD,Cradock Airport,ZA,Cradock
FACN,Carnarvon Airport,ZA,Carnarvon
FACO,Alkantpan Test Range Airport,ZA,
FACT,Cape Town International Airport,ZA,Cape Town
FACW,Clanwilliam Airport,ZA,Clanwilliam
FADK,Mubatuba Airport,ZA,Mubatuba
FADQ,Zulu Inyala Airport,ZA,Phinda
FAEL,King Phalo Airport,ZA,East London
FAEM,Empangeni Airport,ZA,Empangeni
FAEO,Ermelo Airport,ZA,Ermelo
FAER,Ellisras Matimba Airport,ZA,Ellisras
FAFB,Ficksburg Sentraoes Airport,ZA,Ficksburg
FAGC,Grand Central Airport,ZA,Midrand
FAGG,George Airport,ZA,George
FAGI,Giyani Airport,ZA,Giyani
FAGM,Rand Airport,ZA,Johannesburg
FAGR,Graaff Reinet Airport,ZA,Graaff-Reinet
FAGT,Grahamstown Airport,ZA,Grahamstown
FAGY,Greytown Airport,ZA,Greytown
FAHA,Harmony Airport,ZA,Virginia
FAHG,Heidelburg Airport,ZA,Heidelburg
FAHL,Hluhluwe Airport,ZA,Hluhluwe
FAHR,Harrismith Airport,ZA,Harrismith
FAHS,Eastgate Airport / Air Force Base Hoedspruit,ZA,Hoedspruit
FAHV,Gariep Dam Airport,ZA,Gariepdam
FAKD,P C Pelser Airport,ZA,Klerksdorp
FAKM,Kimberley Airport,ZA,Kimberley
FAKN,Kruger Mpumalanga International Airport,ZA,Mbombela
FAKP,Komatipoort Airport,ZA,Komatipoort
FAKR,Krugersdorp Airport,ZA,Krugersdorp
FAKS,Kroonstad Airport,ZA,Kroonstad
FAKU,Johan Pienaar Airport,ZA,Kuruman
FAKZ,Kleinsee Airport,ZA,Kleinsee
FALA,Lanseria International Airport,ZA,Johannesburg
FALC,Lime Acres Finsch Mine Airport,ZA,Lime Acres
FALD,Londolozi Airport,ZA,Londolozi
FALE,King Shaka International Airport,ZA,Durban
FALI,Lichtenburg Airport,ZA,Lichtenburg
FALM,Makhado Air Force Base Airport,ZA,Louis Trichardt Southwest
FALO,Louis Trichardt Airport,ZA,Louis Trichardt
FALW,Langebaanweg Airport,ZA,Langebaanweg
FALY,Ladysmith Airport,ZA,Ladysmith
FAMB,Middelburg Airport,ZA,Middelburg
FAMD,Malamala Airport,ZA,Malamala
FAMG,Margate Airport,ZA,Margate
FAMI,Marble Hall Airport,ZA,Marble Hall
FAMJ,Majuba Power Station Airport,ZA,Amerspoort
FAMM,Mmabatho International Airport,ZA,Mafeking
FAMN,Malelane Airport,ZA,Malelane
FAMO,Mossel Bay Airport,ZA,Mossel Bay
FAMS,Morningside Farm Airport,ZA,Silveroaks
FAMU,Mkuze Airport,ZA,Mkuze
FANC,Newcastle Airport,ZA,Newcastle
FANG,Ngala Airport,ZA,Ngala
FANS,Nelspruit Airport,ZA,Nelspruit
FANY,Nylstroom Airfield,ZA,Modimolle
FAOB,Overberg Airport,ZA,Overberg
FAOH,Oudtshoorn Airport,ZA,Oudtshoorn
FAOR,O.R. Tambo International Airport,ZA,Johannesburg
FAPA,Port Alfred Airport,ZA,Port Alfred
FAPE,Chief Dawid Stuurman International Airport,ZA,Gqeberha (Port Elizabeth)
FAPF,Piet Retief Airport,ZA,Piet Retief
FAPG,Plettenberg Bay Airport,ZA,Plettenberg Bay
FAPH,Hendrik Van Eck Airport,ZA,Phalaborwa
FAPI,Pietersburg Municipal Airport,ZA,Polokwane
FAPJ,Port St Johns Airport,ZA,Port St Johns
FAPK,Prieska Airport,ZA,Prieska
FAPL,Pongola Airport,ZA,Pongola
FAPM,Pietermaritzburg Airport,ZA,Pietermaritzburg
FAPN,Pilanesberg International Airport,ZA,Pilanesberg
FAPP,Polokwane International Airport,ZA,Polokwane
FAPS,Potchefstroom Airport,ZA,Potchefstroom
FAPY,Parys Airport,ZA,Parys
FAQT,Queenstown Airport,ZA,Queenstown
FARB,Richards Bay Airport,ZA,Richards Bay
FARG,Rustenburg Airport,ZA,Rustenburg
FARI,Reivilo Airport,ZA,Reivilo
FARS,Robertson Airport,ZA,Robertson
FASB,Springbok Airport,ZA,Springbok
FASC,Secunda Airport,ZA,Secunda
FASD,Saldanha/Vredenburg Airport,ZA,Saldanha-Vredenburg
FASH,Stellenbosch Airport,ZA,Stellenbosch
FASI,Springs Airfield,ZA,Del Fouche
FASK,Swartkop Air Force Base,ZA,Pretoria
FASS,Sishen Airport,ZA,Sishen
FASX,Hendrik Swellengrebel Airport,ZA,Swellendam
FASY,Baragwanath Airfield,ZA,Hiltonia
FASZ,Skukuza Airport,ZA,Skukuza
FATF,Tommys Field Airport,ZA,Beeshoek
FATH,Thohoyandou Airport,ZA,Thohoyandou
FATN,Thaba Nchu Tar Airport,ZA,Homeward
FATT,Tutuka Power Station Airport,ZA,Standerton
FATZ,Tzaneen Airport,ZA,Tzaneen
FAUL,Prince Mangosuthu Buthelezi Airport,ZA,Ulundi
FAUP,Upington Airport,ZA,Upington
FAUS,Ulusaba Airport,ZA,Ulusaba
FAUT,K. D. Matanzima Airport,ZA,Mthatha
FAVB,Vryburg Airport,ZA,Vryburg
FAVG,Virginia Airport,ZA,Durban
FAVM,Venetia Mine Airport,ZA,Alldays
FAVR,Vredendal Airport,ZA,Vredendal
FAVV,Vereeniging Airport,ZA,Vereeniging
FAVW,Victoria West Airport,ZA,Victoria West
FAVY,Vryheid Airport,ZA,Vryheid
FAWB,Wonderboom Airport,ZA,Pretoria
FAWI,Witbank Airport,ZA,Witbank
FAWK,Waterkloof Air Force Base,ZA,Pretoria
FAWM,Welkom Airport,ZA,Welkom
FAWN,Cape Winelands Airport,ZA,Durbanville
FAYP,Ysterplaat Air Force Base,ZA,Cape Town
FAZR,Zeerust Airport,ZA,Zeerust
FBCO,Camp Okavango Airport,BW,Camp Okavango
FBGM,Gumare Airport,BW,Gumare
FBGZ,Ghanzi Airport,BW,Ghanzi
FBJW,Jwaneng Airport,BW,Jwaneng
FBKE,Kasane International Airport,BW,Kasane
FBKG,Kang Airport,BW,Kang
FBKR,Khwai River Lodge Airport,BW,Khwai River Lodge
FBKY,Kanye Airport,BW,Kanye
FBMA,Matsieng Aerodrome,BW,Rasesa
FBMG,Machaneng Airport,BW,Machaneng
FBMM,Makalamabedi Airport,BW,Makalamabedi
FBMN,Maun International Airport,BW,Maun
FBNN,Nokaneng Airport,BW,Nokaneng
FBNT,Nata Airport,BW,Nata
FBOR,Orapa Airport,BW,Orapa
FBPA,Pandamatenga Airport,BW,Pandamatenga
FBPM,Phillip Gaonwe Matante International Airport,BW,Francistown
FBPT,Thebephatshwa Airport,BW,
FBPY,Palapye Airport,BW,Palapye
FBSK,Sir Seretse Khama International Airport,BW,Gaborone
FBSN,Sua Pan Airport,BW,Sowa
FBSP,Selebi Phikwe Airport,BW,Selebi Phikwe
FBSV,Savuti Airport,BW,Savuti
FBSW,Shakawe Airport,BW,Shakawe
FBTL,Tuli Lodge Airport,BW,Tuli Lodge
FBTS,Tshabong Airport,BW,Tshabong
FBXB,Xaxaba Airport,BW,Xaxaba
FBXG,Xugana Airport,BW,
FBXX,Xudum Airport,BW,Xudum
FCBB,Maya-Maya International Airport,CG,Brazzaville
FCBD,Djambala Airport,CG,Djambala
FCBK,Kindamba Airport,CG,Kindamba
FCBL,Lague Airport,CG,Lague
FCBM,Mouyondzi Airport,CG,Mouyondzi
FCBS,Sibiti Airport,CG,Sibiti
FCBY,Yokangassi Airport,CG,Nkayi
FCBZ,Zanaga Airport,CG,Zanaga
FCMM,Mossendjo Airport,CG,Mossendjo
FCOB,Boundji Airport,CG,Boundji
FCOD,Oyo Ollombo Airport,CG,Oyo
FCOE,Ewo Airport,CG,Ewo
FCOG,Gamboma Airport,CG,Gamboma
FCOI,Impfondo Airport,CG,Impfondo
FCOK,Kelle Airport,CG,Kelle
FCOM,Makoua Airport,CG,Makoua
FCOO,Owando Airport,CG,Owando
FCOS,Souanke Airport,CG,Souanke
FCOT,Betou Airport,CG,Betou
FCOU,Ouesso Airport,CG,
FCPA,Makabana Airport,CG,Makabana
FCPD,Ngot Nzoungou Airport,CG,Dolisie
FCPP,Antonio Agostinho-Neto International Airport,CG,Pointe Noire
FDBT,Tambuti Airport,SZ,Big Bend
FDKB,Kubuta Airport,SZ,Kubuta B
FDMH,Mhlume Airport,SZ,Mhlume
FDMS,Matsapha International Airport,SZ,Manzini
FDNG,Piggs Peak Airport,SZ,Ngonini
FDNH,Nhlangano Airport,SZ,Nhlangano
FDNS,Nsoko Airport,SZ,Nsoko
FDSK,King Mswati III International Airport,SZ,Mpaka
FDSM,Simunye Airport,SZ,Simunye
FDST,Siteki Airport,SZ,Siteki
FDTM,Tambankulu Airport,SZ,Tambankulu
FDTS,Tshaneni Airport,SZ,Tshaneni
FDUB,Ubombo Ranches Airport,SZ,Big Bend
FEFA,Alindao Airport,CF,Alindao
FEFB,Poste Airport,CF,Obo
FEFC,Carnot Airport,CF,Carnot
FEFE,Mobaye Mbanga Airport,CF,Mobaye Mbanga
FEFF,Bangui M'Poko International Airport,CF,Bangui
FEFG,Bangassou Airport,CF,Bangassou
FEFI,Birao Airport,CF,Birao
FEFK,Kembé Airport,CF,Kembé
FEFM,Bambari Airport,CF,Bambari
FEFN,N'Délé Airport,CF,N'Délé
FEFO,Bouar Airport,CF,Bouar
FEFP,Paoua Airport,CF,Paoua
FEFQ,Kaga-Bandoro Airport,CF,Kaga-Bandoro
FEFR,Bria Airport,CF,Bria
FEFS,Bossangoa Airport,CF,Bossangoa
FEFT,Berbérati Airport,CF,Berbérati
FEFU,Sibut Airport,CF,Sibut
FEFW,Ouadda Airport,CF,Ouadda
FEFY,Yalinga Airport,CF,Yalinga
FEFZ,Zemio Airport,CF,Zemio
FEGC,Bocaranga Airport,CF,Bocaranga
